"Year","Plot","Subplot","Treat.Code","Species","germ.tot","germ.proj","mort","viable","cover.g","rows"
"2016",5,"Grass","W","Agoseris heterophylla",52,29,8,95,30,"1"
"2016",5,"Grass","W","Plantago erecta",54,28,1,84,30,"2"
"2016",5,"Grass","W","Clarkia purpurea",36,24,9,96,30,"3"
"2016",5,"Grass","W","Hemizonia congesta",43,26,12,71,30,"4"
"2016",5,"Grass","W","Lasthenia californica",2,2,0,54,30,"5"
"2016",5,"No Grass","W","Agoseris heterophylla",31,29,6,95,NA,"6"
"2016",5,"No Grass","W","Hemizonia congesta",47,23,3,71,NA,"7"
"2016",5,"No Grass","W","Clarkia purpurea",41,28,6,96,NA,"8"
"2016",5,"No Grass","W","Lasthenia californica",5,5,2,54,NA,"9"
"2016",5,"No Grass","W","Plantago erecta",31,25,3,84,NA,"10"
"2016",15,"Grass","W","Lasthenia californica",4,2,0,54,25,"11"
"2016",15,"Grass","W","Clarkia purpurea",13,13,6,96,25,"12"
"2016",15,"Grass","W","Hemizonia congesta",60,24,13,71,25,"13"
"2016",15,"Grass","W","Agoseris heterophylla",51,25,5,95,25,"14"
"2016",15,"Grass","W","Plantago erecta",34,27,6,84,25,"15"
"2016",15,"No Grass","W","Hemizonia congesta",22,21,6,71,NA,"16"
"2016",15,"No Grass","W","Agoseris heterophylla",85,30,5,95,NA,"17"
"2016",15,"No Grass","W","Clarkia purpurea",31,27,3,96,NA,"18"
"2016",15,"No Grass","W","Lasthenia californica",6,6,2,54,NA,"19"
"2016",15,"No Grass","W","Plantago erecta",69,37,5,84,NA,"20"
"2016",17,"Grass","W","Clarkia purpurea",65,29,11,96,80,"21"
"2016",17,"Grass","W","Plantago erecta",56,27,5,84,80,"22"
"2016",17,"Grass","W","Lasthenia californica",5,5,1,54,80,"23"
"2016",17,"Grass","W","Hemizonia congesta",22,21,11,71,80,"24"
"2016",17,"Grass","W","Agoseris heterophylla",95,29,7,95,80,"25"
"2016",17,"No Grass","W","Agoseris heterophylla",68,26,9,95,NA,"26"
"2016",17,"No Grass","W","Lasthenia californica",8,8,1,54,NA,"27"
"2016",17,"No Grass","W","Clarkia purpurea",41,25,6,96,NA,"28"
"2016",17,"No Grass","W","Plantago erecta",37,27,13,84,NA,"29"
"2016",17,"No Grass","W","Hemizonia congesta",29,25,11,71,NA,"30"
"2016",18,"Grass","C","Hemizonia congesta",32,24,14,71,40,"31"
"2016",18,"Grass","C","Lasthenia californica",9,9,4,54,40,"32"
"2016",18,"Grass","C","Plantago erecta",21,18,7,84,40,"33"
"2016",18,"Grass","C","Agoseris heterophylla",95,25,7,95,40,"34"
"2016",18,"Grass","C","Clarkia purpurea",33,29,10,96,40,"35"
"2016",18,"No Grass","C","Hemizonia congesta",30,25,18,71,NA,"36"
"2016",18,"No Grass","C","Lasthenia californica",13,13,0,54,NA,"37"
"2016",18,"No Grass","C","Clarkia purpurea",61,30,9,96,NA,"38"
"2016",18,"No Grass","C","Agoseris heterophylla",74,25,7,95,NA,"39"
"2016",18,"No Grass","C","Plantago erecta",23,19,8,84,NA,"40"
"2016",19,"Grass","W","Agoseris heterophylla",81,24,7,95,30,"41"
"2016",19,"Grass","W","Plantago erecta",60,22,2,84,30,"42"
"2016",19,"Grass","W","Lasthenia californica",8,8,4,54,30,"43"
"2016",19,"Grass","W","Hemizonia congesta",32,23,10,71,30,"44"
"2016",19,"Grass","W","Clarkia purpurea",39,22,1,96,30,"45"
"2016",19,"No Grass","W","Agoseris heterophylla",95,21,8,95,NA,"46"
"2016",19,"No Grass","W","Clarkia purpurea",68,29,6,96,NA,"47"
"2016",19,"No Grass","W","Hemizonia congesta",33,26,13,71,NA,"48"
"2016",19,"No Grass","W","Lasthenia californica",10,10,3,54,NA,"49"
"2016",19,"No Grass","W","Plantago erecta",81,30,10,84,NA,"50"
"2016",23,"Grass","W","Lasthenia californica",6,6,2,54,30,"51"
"2016",23,"Grass","W","Hemizonia congesta",52,25,13,71,30,"52"
"2016",23,"Grass","W","Plantago erecta",64,31,5,84,30,"53"
"2016",23,"Grass","W","Agoseris heterophylla",95,35,18,95,30,"54"
"2016",23,"Grass","W","Clarkia purpurea",32,23,10,96,30,"55"
"2016",23,"No Grass","W","Clarkia purpurea",50,26,3,96,NA,"56"
"2016",23,"No Grass","W","Hemizonia congesta",71,25,3,71,NA,"57"
"2016",23,"No Grass","W","Plantago erecta",75,25,0,84,NA,"58"
"2016",23,"No Grass","W","Lasthenia californica",4,4,1,54,NA,"59"
"2016",23,"No Grass","W","Agoseris heterophylla",79,35,17,95,NA,"60"
"2016",29,"Grass","W","Hemizonia congesta",27,22,11,71,50,"61"
"2016",29,"Grass","W","Clarkia purpurea",19,19,4,96,50,"62"
"2016",29,"Grass","W","Agoseris heterophylla",62,26,18,95,50,"63"
"2016",29,"Grass","W","Lasthenia californica",2,2,2,54,50,"64"
"2016",29,"Grass","W","Plantago erecta",56,21,0,84,50,"65"
"2016",29,"No Grass","W","Agoseris heterophylla",62,32,8,95,NA,"66"
"2016",29,"No Grass","W","Hemizonia congesta",31,24,5,71,NA,"67"
"2016",29,"No Grass","W","Plantago erecta",55,26,3,84,NA,"68"
"2016",29,"No Grass","W","Lasthenia californica",4,4,0,54,NA,"69"
"2016",29,"No Grass","W","Clarkia purpurea",26,22,5,96,NA,"70"
"2016",30,"Grass","C","Lasthenia californica",2,2,0,54,35,"71"
"2016",30,"Grass","C","Plantago erecta",84,27,0,84,35,"72"
"2016",30,"Grass","C","Clarkia purpurea",37,26,4,96,35,"73"
"2016",30,"Grass","C","Agoseris heterophylla",71,27,8,95,35,"74"
"2016",30,"Grass","C","Hemizonia congesta",36,26,9,71,35,"75"
"2016",30,"No Grass","C","Agoseris heterophylla",64,26,5,95,NA,"76"
"2016",30,"No Grass","C","Lasthenia californica",3,3,2,54,NA,"77"
"2016",30,"No Grass","C","Plantago erecta",53,25,1,84,NA,"78"
"2016",30,"No Grass","C","Clarkia purpurea",16,16,0,96,NA,"79"
"2016",30,"No Grass","C","Hemizonia congesta",19,18,7,71,NA,"80"
"2016",37,"Grass","W","Lasthenia californica",0,0,0,54,30,"81"
"2016",37,"Grass","W","Hemizonia congesta",53,21,6,71,30,"82"
"2016",37,"Grass","W","Clarkia purpurea",16,16,3,96,30,"83"
"2016",37,"Grass","W","Plantago erecta",84,25,4,84,30,"84"
"2016",37,"Grass","W","Agoseris heterophylla",61,26,7,95,30,"85"
"2016",37,"No Grass","W","Plantago erecta",47,25,6,84,NA,"86"
"2016",37,"No Grass","W","Clarkia purpurea",18,18,6,96,NA,"87"
"2016",37,"No Grass","W","Lasthenia californica",0,0,0,54,NA,"88"
"2016",37,"No Grass","W","Agoseris heterophylla",68,35,17,95,NA,"89"
"2016",37,"No Grass","W","Hemizonia congesta",45,25,6,71,NA,"90"
"2016",49,"Grass","W","Clarkia purpurea",21,21,9,96,90,"91"
"2016",49,"Grass","W","Plantago erecta",43,25,4,84,90,"92"
"2016",49,"Grass","W","Lasthenia californica",13,13,5,54,90,"93"
"2016",49,"Grass","W","Hemizonia congesta",71,23,6,71,90,"94"
"2016",49,"Grass","W","Agoseris heterophylla",71,27,6,95,90,"95"
"2016",49,"No Grass","W","Clarkia purpurea",25,20,1,96,NA,"96"
"2016",49,"No Grass","W","Agoseris heterophylla",78,34,27,95,NA,"97"
"2016",49,"No Grass","W","Hemizonia congesta",71,28,5,71,NA,"98"
"2016",49,"No Grass","W","Plantago erecta",35,25,4,84,NA,"99"
"2016",49,"No Grass","W","Lasthenia californica",10,10,3,54,NA,"100"
"2016",50,"Grass","C","Hemizonia congesta",42,23,16,71,70,"101"
"2016",50,"Grass","C","Lasthenia californica",10,9,6,54,70,"102"
"2016",50,"Grass","C","Agoseris heterophylla",85,24,11,95,70,"103"
"2016",50,"Grass","C","Plantago erecta",29,20,0,84,70,"104"
"2016",50,"Grass","C","Clarkia purpurea",26,22,12,96,70,"105"
"2016",50,"No Grass","C","Lasthenia californica",7,7,1,54,NA,"106"
"2016",50,"No Grass","C","Clarkia purpurea",26,21,4,96,NA,"107"
"2016",50,"No Grass","C","Agoseris heterophylla",69,26,4,95,NA,"108"
"2016",50,"No Grass","C","Hemizonia congesta",54,25,11,71,NA,"109"
"2016",50,"No Grass","C","Plantago erecta",31,22,3,84,NA,"110"
"2016",55,"Grass","W","Agoseris heterophylla",77,21,2,95,80,"111"
"2016",55,"Grass","W","Clarkia purpurea",23,21,9,96,80,"112"
"2016",55,"Grass","W","Lasthenia californica",10,10,3,54,80,"113"
"2016",55,"Grass","W","Plantago erecta",36,22,1,84,80,"114"
"2016",55,"Grass","W","Hemizonia congesta",71,23,6,71,80,"115"
"2016",55,"No Grass","W","Agoseris heterophylla",70,27,6,95,NA,"116"
"2016",55,"No Grass","W","Hemizonia congesta",71,21,3,71,NA,"117"
"2016",55,"No Grass","W","Clarkia purpurea",21,21,5,96,NA,"118"
"2016",55,"No Grass","W","Plantago erecta",33,23,3,84,NA,"119"
"2016",55,"No Grass","W","Lasthenia californica",4,4,0,54,NA,"120"
"2016",56,"Grass","C","Plantago erecta",37,22,1,84,70,"121"
"2016",56,"Grass","C","Hemizonia congesta",71,24,5,71,70,"122"
"2016",56,"Grass","C","Lasthenia californica",4,4,1,54,70,"123"
"2016",56,"Grass","C","Agoseris heterophylla",72,21,6,95,70,"124"
"2016",56,"Grass","C","Clarkia purpurea",26,21,6,96,70,"125"
"2016",56,"No Grass","C","Lasthenia californica",11,11,2,54,NA,"126"
"2016",56,"No Grass","C","Clarkia purpurea",21,21,6,96,NA,"127"
"2016",56,"No Grass","C","Agoseris heterophylla",82,25,7,95,NA,"128"
"2016",56,"No Grass","C","Plantago erecta",37,24,5,84,NA,"129"
"2016",56,"No Grass","C","Hemizonia congesta",71,27,3,71,NA,"130"
"2016",59,"Grass","W","Hemizonia congesta",71,25,4,71,40,"131"
"2016",59,"Grass","W","Plantago erecta",52,21,1,84,40,"132"
"2016",59,"Grass","W","Agoseris heterophylla",83,25,10,95,40,"133"
"2016",59,"Grass","W","Lasthenia californica",8,8,2,54,40,"134"
"2016",59,"Grass","W","Clarkia purpurea",30,21,3,96,40,"135"
"2016",59,"No Grass","W","Hemizonia congesta",67,28,9,71,NA,"136"
"2016",59,"No Grass","W","Plantago erecta",42,29,9,84,NA,"137"
"2016",59,"No Grass","W","Lasthenia californica",13,13,6,54,NA,"138"
"2016",59,"No Grass","W","Agoseris heterophylla",88,24,3,95,NA,"139"
"2016",59,"No Grass","W","Clarkia purpurea",34,24,3,96,NA,"140"
"2016",81,"Grass","D","Clarkia purpurea",38,29,18,96,80,"141"
"2016",81,"Grass","D","Agoseris heterophylla",46,20,3,95,80,"142"
"2016",81,"Grass","D","Hemizonia congesta",17,17,11,71,80,"143"
"2016",81,"Grass","D","Lasthenia californica",13,13,5,54,80,"144"
"2016",81,"Grass","D","Plantago erecta",42,27,3,84,80,"145"
"2016",81,"No Grass","D","Agoseris heterophylla",46,31,13,95,NA,"146"
"2016",81,"No Grass","D","Clarkia purpurea",28,26,10,96,NA,"147"
"2016",81,"No Grass","D","Hemizonia congesta",12,12,4,71,NA,"148"
"2016",81,"No Grass","D","Lasthenia californica",7,7,0,54,NA,"149"
"2016",81,"No Grass","D","Plantago erecta",56,34,7,84,NA,"150"
"2016",82,"Grass","C","Agoseris heterophylla",52,25,5,95,10,"151"
"2016",82,"Grass","C","Plantago erecta",78,35,10,84,10,"152"
"2016",82,"Grass","C","Clarkia purpurea",57,25,10,96,10,"153"
"2016",82,"Grass","C","Hemizonia congesta",24,24,15,71,10,"154"
"2016",82,"Grass","C","Lasthenia californica",4,4,0,54,10,"155"
"2016",82,"No Grass","C","Agoseris heterophylla",51,30,7,95,NA,"156"
"2016",82,"No Grass","C","Hemizonia congesta",19,18,14,71,NA,"157"
"2016",82,"No Grass","C","Plantago erecta",50,34,15,84,NA,"158"
"2016",82,"No Grass","C","Clarkia purpurea",39,24,13,96,NA,"159"
"2016",82,"No Grass","C","Lasthenia californica",7,7,0,54,NA,"160"
"2016",83,"Grass","D","Plantago erecta",40,26,3,84,80,"161"
"2016",83,"Grass","D","Hemizonia congesta",24,24,20,71,80,"162"
"2016",83,"Grass","D","Lasthenia californica",4,4,2,54,80,"163"
"2016",83,"Grass","D","Clarkia purpurea",32,25,16,96,80,"164"
"2016",83,"Grass","D","Agoseris heterophylla",62,27,10,95,80,"165"
"2016",83,"No Grass","D","Agoseris heterophylla",60,26,3,95,NA,"166"
"2016",83,"No Grass","D","Plantago erecta",18,15,2,84,NA,"167"
"2016",83,"No Grass","D","Hemizonia congesta",24,22,6,71,NA,"168"
"2016",83,"No Grass","D","Lasthenia californica",7,7,4,54,NA,"169"
"2016",83,"No Grass","D","Clarkia purpurea",30,25,8,96,NA,"170"
"2016",84,"Grass","C","Agoseris heterophylla",51,27,12,95,40,"171"
"2016",84,"Grass","C","Hemizonia congesta",14,14,7,71,40,"172"
"2016",84,"Grass","C","Lasthenia californica",0,0,0,54,40,"173"
"2016",84,"Grass","C","Plantago erecta",24,20,2,84,40,"174"
"2016",84,"Grass","C","Clarkia purpurea",23,22,15,96,40,"175"
"2016",84,"No Grass","C","Agoseris heterophylla",80,29,4,95,NA,"176"
"2016",84,"No Grass","C","Plantago erecta",49,28,4,84,NA,"177"
"2016",84,"No Grass","C","Clarkia purpurea",33,27,11,96,NA,"178"
"2016",84,"No Grass","C","Hemizonia congesta",17,17,4,71,NA,"179"
"2016",84,"No Grass","C","Lasthenia californica",7,7,0,54,NA,"180"
"2016",89,"Grass","D","Hemizonia congesta",39,28,16,71,10,"181"
"2016",89,"Grass","D","Lasthenia californica",20,20,6,54,10,"182"
"2016",89,"Grass","D","Plantago erecta",80,23,1,84,10,"183"
"2016",89,"Grass","D","Agoseris heterophylla",71,28,5,95,10,"184"
"2016",89,"Grass","D","Clarkia purpurea",65,26,19,96,10,"185"
"2016",89,"No Grass","D","Lasthenia californica",10,10,2,54,NA,"186"
"2016",89,"No Grass","D","Agoseris heterophylla",75,32,12,95,NA,"187"
"2016",89,"No Grass","D","Plantago erecta",50,26,6,84,NA,"188"
"2016",89,"No Grass","D","Hemizonia congesta",21,21,9,71,NA,"189"
"2016",89,"No Grass","D","Clarkia purpurea",39,32,9,96,NA,"190"
"2016",91,"Grass","D","Hemizonia congesta",50,31,17,71,50,"191"
"2016",91,"Grass","D","Clarkia purpurea",43,33,15,96,50,"192"
"2016",91,"Grass","D","Lasthenia californica",8,7,2,54,50,"193"
"2016",91,"Grass","D","Plantago erecta",66,31,12,84,50,"194"
"2016",91,"Grass","D","Agoseris heterophylla",58,33,19,95,50,"195"
"2016",91,"No Grass","D","Plantago erecta",66,32,16,84,NA,"196"
"2016",91,"No Grass","D","Agoseris heterophylla",74,41,25,95,NA,"197"
"2016",91,"No Grass","D","Hemizonia congesta",61,37,15,71,NA,"198"
"2016",91,"No Grass","D","Clarkia purpurea",27,26,9,96,NA,"199"
"2016",91,"No Grass","D","Lasthenia californica",17,17,3,54,NA,"200"
"2016",92,"Grass","C","Plantago erecta",65,27,5,84,25,"201"
"2016",92,"Grass","C","Agoseris heterophylla",56,27,13,95,25,"202"
"2016",92,"Grass","C","Clarkia purpurea",58,28,7,96,25,"203"
"2016",92,"Grass","C","Hemizonia congesta",41,31,15,71,25,"204"
"2016",92,"Grass","C","Lasthenia californica",14,11,1,54,25,"205"
"2016",92,"No Grass","C","Clarkia purpurea",29,25,6,96,NA,"206"
"2016",92,"No Grass","C","Agoseris heterophylla",92,30,7,95,NA,"207"
"2016",92,"No Grass","C","Hemizonia congesta",66,27,9,71,NA,"208"
"2016",92,"No Grass","C","Lasthenia californica",9,9,2,54,NA,"209"
"2016",92,"No Grass","C","Plantago erecta",62,21,3,84,NA,"210"
"2016",93,"Grass","D","Plantago erecta",84,28,6,84,25,"211"
"2016",93,"Grass","D","Lasthenia californica",0,0,0,54,25,"212"
"2016",93,"Grass","D","Hemizonia congesta",33,27,11,71,25,"213"
"2016",93,"Grass","D","Agoseris heterophylla",74,37,16,95,25,"214"
"2016",93,"Grass","D","Clarkia purpurea",33,26,21,96,25,"215"
"2016",93,"No Grass","D","Agoseris heterophylla",71,21,1,95,NA,"216"
"2016",93,"No Grass","D","Clarkia purpurea",26,21,19,96,NA,"217"
"2016",93,"No Grass","D","Plantago erecta",61,19,2,84,NA,"218"
"2016",93,"No Grass","D","Lasthenia californica",5,5,5,54,NA,"219"
"2016",93,"No Grass","D","Hemizonia congesta",42,24,2,71,NA,"220"
"2016",95,"Grass","D","Clarkia purpurea",40,23,9,96,30,"221"
"2016",95,"Grass","D","Lasthenia californica",8,8,3,54,30,"222"
"2016",95,"Grass","D","Plantago erecta",44,25,4,84,30,"223"
"2016",95,"Grass","D","Agoseris heterophylla",71,29,10,95,30,"224"
"2016",95,"Grass","D","Hemizonia congesta",49,26,6,71,30,"225"
"2016",95,"No Grass","D","Clarkia purpurea",21,19,8,96,NA,"226"
"2016",95,"No Grass","D","Lasthenia californica",4,4,2,54,NA,"227"
"2016",95,"No Grass","D","Plantago erecta",54,25,4,84,NA,"228"
"2016",95,"No Grass","D","Hemizonia congesta",63,24,7,71,NA,"229"
"2016",95,"No Grass","D","Agoseris heterophylla",82,27,6,95,NA,"230"
"2016",96,"Grass","C","Agoseris heterophylla",64,44,24,95,30,"231"
"2016",96,"Grass","C","Clarkia purpurea",43,24,15,96,30,"232"
