"Year","Plot","Subplot","Treat.Code","Species","germ.tot","germ.proj","mort","viable","cover.g","rows"
"2017",85,"Grass","D","Lasthenia californica",64,15,0,100,80,"600"
"2017",85,"No Grass","D","Agoseris heterophylla",54,15,0,94,NA,"601"
"2017",85,"No Grass","D","Clarkia purpurea",15,15,4,96,NA,"602"
"2017",85,"No Grass","D","Plantago erecta",80,7,1,99,NA,"603"
"2017",85,"No Grass","D","Calycadenia pauciflora",29,16,2,31,NA,"604"
"2017",85,"No Grass","D","Lasthenia californica",81,14,1,100,NA,"605"
"2017",85,"No Grass","D","Hemizonia congesta",10,10,10,48,NA,"606"
"2017",85,"Thatch","D","Agoseris heterophylla",94,15,3,94,95,"607"
"2017",85,"Thatch","D","Clarkia purpurea",34,15,4,96,95,"608"
"2017",85,"Thatch","D","Hemizonia congesta",21,15,1,48,95,"609"
"2017",85,"Thatch","D","Plantago erecta",51,15,2,99,95,"610"
"2017",85,"Thatch","D","Lasthenia californica",63,15,2,100,95,"611"
"2017",85,"Thatch","D","Calycadenia pauciflora",16,15,11,31,95,"612"
"2017",86,"Grass","C","Agoseris heterophylla",94,15,0,94,40,"613"
"2017",86,"Grass","C","Calycadenia pauciflora",16,15,2,31,40,"614"
"2017",86,"Grass","C","Lasthenia californica",85,15,0,100,40,"615"
"2017",86,"Grass","C","Hemizonia congesta",16,15,5,48,40,"616"
"2017",86,"Grass","C","Clarkia purpurea",18,15,10,96,40,"617"
"2017",86,"Grass","C","Plantago erecta",77,15,0,99,40,"618"
"2017",86,"No Grass","C","Hemizonia congesta",16,15,4,48,NA,"619"
"2017",86,"No Grass","C","Lasthenia californica",48,15,0,100,NA,"620"
"2017",86,"No Grass","C","Calycadenia pauciflora",3,3,0,31,NA,"621"
"2017",86,"No Grass","C","Clarkia purpurea",4,8,6,96,NA,"622"
"2017",86,"No Grass","C","Plantago erecta",74,15,0,99,NA,"623"
"2017",86,"No Grass","C","Agoseris heterophylla",94,15,3,94,NA,"624"
"2017",86,"Thatch","C","Plantago erecta",68,15,1,99,45,"625"
"2017",86,"Thatch","C","Clarkia purpurea",18,15,12,96,45,"626"
"2017",86,"Thatch","C","Hemizonia congesta",17,15,6,48,45,"627"
"2017",86,"Thatch","C","Calycadenia pauciflora",5,3,3,31,45,"628"
"2017",86,"Thatch","C","Lasthenia californica",55,16,2,100,45,"629"
"2017",86,"Thatch","C","Agoseris heterophylla",94,15,2,94,45,"630"
"2017",87,"Grass","D","Hemizonia congesta",13,15,7,48,90,"631"
"2017",87,"Grass","D","Plantago erecta",51,15,0,99,90,"632"
"2017",87,"Grass","D","Clarkia purpurea",20,15,7,96,90,"633"
"2017",87,"Grass","D","Lasthenia californica",8,7,0,100,90,"634"
"2017",87,"Grass","D","Agoseris heterophylla",82,15,3,94,90,"635"
"2017",87,"Grass","D","Calycadenia pauciflora",17,15,6,31,90,"636"
"2017",87,"No Grass","D","Clarkia purpurea",10,9,4,96,NA,"637"
"2017",87,"No Grass","D","Plantago erecta",72,15,0,99,NA,"638"
"2017",87,"No Grass","D","Agoseris heterophylla",68,15,0,94,NA,"639"
"2017",87,"No Grass","D","Hemizonia congesta",21,15,9,48,NA,"640"
"2017",87,"No Grass","D","Lasthenia californica",55,15,0,100,NA,"641"
"2017",87,"No Grass","D","Calycadenia pauciflora",11,11,1,31,NA,"642"
"2017",87,"Thatch","D","Calycadenia pauciflora",6,7,2,31,40,"643"
"2017",87,"Thatch","D","Clarkia purpurea",24,16,14,96,40,"644"
"2017",87,"Thatch","D","Plantago erecta",62,16,3,99,40,"645"
"2017",87,"Thatch","D","Hemizonia congesta",5,12,8,48,40,"646"
"2017",87,"Thatch","D","Agoseris heterophylla",94,15,3,94,40,"647"
"2017",87,"Thatch","D","Lasthenia californica",31,15,0,100,40,"648"
"2017",89,"Grass","D","Hemizonia congesta",29,15,0,48,30,"649"
"2017",89,"Grass","D","Lasthenia californica",71,15,0,100,30,"650"
"2017",89,"Grass","D","Plantago erecta",60,15,0,99,30,"651"
"2017",89,"Grass","D","Calycadenia pauciflora",11,11,2,31,30,"652"
"2017",89,"Grass","D","Clarkia purpurea",13,13,8,96,30,"653"
"2017",89,"Grass","D","Agoseris heterophylla",94,15,0,94,30,"654"
"2017",89,"No Grass","D","Plantago erecta",69,15,0,99,NA,"655"
"2017",89,"No Grass","D","Calycadenia pauciflora",8,8,4,31,NA,"656"
"2017",89,"No Grass","D","Lasthenia californica",75,15,0,100,NA,"657"
"2017",89,"No Grass","D","Hemizonia congesta",16,15,9,48,NA,"658"
"2017",89,"No Grass","D","Clarkia purpurea",19,15,15,96,NA,"659"
"2017",89,"No Grass","D","Agoseris heterophylla",68,15,1,94,NA,"660"
"2017",89,"Thatch","D","Plantago erecta",39,15,5,99,60,"661"
"2017",89,"Thatch","D","Lasthenia californica",39,15,2,100,60,"662"
"2017",89,"Thatch","D","Hemizonia congesta",10,15,4,48,60,"663"
"2017",89,"Thatch","D","Calycadenia pauciflora",9,9,2,31,60,"664"
"2017",89,"Thatch","D","Agoseris heterophylla",32,15,2,94,60,"665"
"2017",89,"Thatch","D","Clarkia purpurea",20,15,14,96,60,"666"
"2017",91,"Grass","D","Hemizonia congesta",47,15,7,48,55,"667"
"2017",91,"Grass","D","Plantago erecta",82,15,0,99,55,"668"
"2017",91,"Grass","D","Agoseris heterophylla",32,15,5,94,55,"669"
"2017",91,"Grass","D","Clarkia purpurea",11,15,14,96,55,"670"
"2017",91,"Grass","D","Calycadenia pauciflora",8,8,0,31,55,"671"
"2017",91,"Grass","D","Lasthenia californica",41,16,1,100,55,"672"
"2017",91,"No Grass","D","Agoseris heterophylla",23,18,5,94,NA,"673"
"2017",91,"No Grass","D","Calycadenia pauciflora",9,9,0,31,NA,"674"
"2017",91,"No Grass","D","Clarkia purpurea",15,15,10,96,NA,"675"
"2017",91,"No Grass","D","Lasthenia californica",31,15,0,100,NA,"676"
"2017",91,"No Grass","D","Plantago erecta",78,15,0,99,NA,"677"
"2017",91,"No Grass","D","Hemizonia congesta",29,16,3,48,NA,"678"
"2017",91,"Thatch","D","Plantago erecta",43,15,2,99,35,"679"
"2017",91,"Thatch","D","Clarkia purpurea",16,16,15,96,35,"680"
"2017",91,"Thatch","D","Agoseris heterophylla",0,0,0,94,35,"681"
"2017",91,"Thatch","D","Hemizonia congesta",10,14,10,48,35,"682"
"2017",91,"Thatch","D","Lasthenia californica",4,4,2,100,35,"683"
"2017",91,"Thatch","D","Calycadenia pauciflora",6,6,6,31,35,"684"
"2017",92,"Grass","C","Hemizonia congesta",35,16,7,48,100,"685"
"2017",92,"Grass","C","Calycadenia pauciflora",10,10,5,31,100,"686"
"2017",92,"Grass","C","Lasthenia californica",50,16,1,100,100,"687"
"2017",92,"Grass","C","Plantago erecta",50,15,0,99,100,"688"
"2017",92,"Grass","C","Agoseris heterophylla",51,15,5,94,100,"689"
"2017",92,"Grass","C","Clarkia purpurea",25,16,7,96,100,"690"
"2017",92,"No Grass","C","Lasthenia californica",48,16,3,100,NA,"691"
"2017",92,"No Grass","C","Clarkia purpurea",25,23,21,96,NA,"692"
"2017",92,"No Grass","C","Agoseris heterophylla",69,15,1,94,NA,"693"
"2017",92,"No Grass","C","Calycadenia pauciflora",12,12,8,31,NA,"694"
"2017",92,"No Grass","C","Hemizonia congesta",45,15,6,48,NA,"695"
"2017",92,"No Grass","C","Plantago erecta",72,15,0,99,NA,"696"
"2017",92,"Thatch","C","Lasthenia californica",15,16,6,100,80,"697"
"2017",92,"Thatch","C","Calycadenia pauciflora",6,6,4,31,80,"698"
"2017",92,"Thatch","C","Hemizonia congesta",4,15,9,48,80,"699"
"2017",92,"Thatch","C","Agoseris heterophylla",0,0,0,94,80,"700"
"2017",92,"Thatch","C","Clarkia purpurea",25,15,14,96,80,"701"
"2017",92,"Thatch","C","Plantago erecta",30,15,2,99,80,"702"
"2017",93,"Grass","D","Lasthenia californica",33,16,1,100,35,"703"
"2017",93,"Grass","D","Hemizonia congesta",16,15,8,48,35,"704"
"2017",93,"Grass","D","Clarkia purpurea",10,11,9,96,35,"705"
"2017",93,"Grass","D","Calycadenia pauciflora",10,11,11,31,35,"706"
"2017",93,"Grass","D","Agoseris heterophylla",85,15,0,94,35,"707"
"2017",93,"Grass","D","Plantago erecta",84,15,0,99,35,"708"
"2017",93,"No Grass","D","Calycadenia pauciflora",10,12,11,31,NA,"709"
"2017",93,"No Grass","D","Clarkia purpurea",18,15,14,96,NA,"710"
"2017",93,"No Grass","D","Plantago erecta",74,15,0,99,NA,"711"
"2017",93,"No Grass","D","Lasthenia californica",19,19,6,100,NA,"712"
"2017",93,"No Grass","D","Agoseris heterophylla",94,15,0,94,NA,"713"
"2017",93,"No Grass","D","Hemizonia congesta",23,15,6,48,NA,"714"
"2017",93,"Thatch","D","Agoseris heterophylla",70,17,3,94,30,"715"
"2017",93,"Thatch","D","Clarkia purpurea",19,15,10,96,30,"716"
"2017",93,"Thatch","D","Plantago erecta",84,15,2,99,30,"717"
"2017",93,"Thatch","D","Lasthenia californica",24,18,10,100,30,"718"
"2017",93,"Thatch","D","Calycadenia pauciflora",3,6,6,31,30,"719"
"2017",93,"Thatch","D","Hemizonia congesta",24,15,13,48,30,"720"
"2017",95,"Grass","D","Hemizonia congesta",27,15,4,48,85,"721"
"2017",95,"Grass","D","Lasthenia californica",40,15,1,100,85,"722"
"2017",95,"Grass","D","Clarkia purpurea",10,10,9,96,85,"723"
"2017",95,"Grass","D","Agoseris heterophylla",33,19,4,94,85,"724"
"2017",95,"Grass","D","Calycadenia pauciflora",15,15,15,31,85,"725"
"2017",95,"Grass","D","Plantago erecta",85,15,0,99,85,"726"
"2017",95,"No Grass","D","Calycadenia pauciflora",11,11,11,31,NA,"727"
"2017",95,"No Grass","D","Plantago erecta",58,15,0,99,NA,"728"
"2017",95,"No Grass","D","Agoseris heterophylla",35,17,2,94,NA,"729"
"2017",95,"No Grass","D","Lasthenia californica",22,17,2,100,NA,"730"
"2017",95,"No Grass","D","Clarkia purpurea",7,12,11,96,NA,"731"
"2017",95,"No Grass","D","Hemizonia congesta",22,15,10,48,NA,"732"
"2017",95,"Thatch","D","Plantago erecta",32,15,0,99,60,"733"
"2017",95,"Thatch","D","Calycadenia pauciflora",2,2,2,31,60,"734"
"2017",95,"Thatch","D","Clarkia purpurea",13,15,15,96,60,"735"
"2017",95,"Thatch","D","Hemizonia congesta",20,15,12,48,60,"736"
"2017",95,"Thatch","D","Agoseris heterophylla",1,1,1,94,60,"737"
"2017",95,"Thatch","D","Lasthenia californica",15,15,7,100,60,"738"
"2017",96,"Grass","C","Calycadenia pauciflora",6,6,6,31,25,"739"
"2017",96,"Grass","C","Agoseris heterophylla",53,17,13,94,25,"740"
"2017",96,"Grass","C","Hemizonia congesta",32,16,8,48,25,"741"
"2017",96,"Grass","C","Lasthenia californica",36,15,2,100,25,"742"
"2017",96,"Grass","C","Plantago erecta",67,15,0,99,25,"743"
"2017",96,"Grass","C","Clarkia purpurea",7,11,10,96,25,"744"
"2017",96,"No Grass","C","Clarkia purpurea",21,15,14,96,NA,"745"
"2017",96,"No Grass","C","Lasthenia californica",23,15,4,100,NA,"746"
"2017",96,"No Grass","C","Plantago erecta",81,15,0,99,NA,"747"
"2017",96,"No Grass","C","Agoseris heterophylla",56,17,3,94,NA,"748"
"2017",96,"No Grass","C","Calycadenia pauciflora",9,9,7,31,NA,"749"
"2017",96,"No Grass","C","Hemizonia congesta",26,15,8,48,NA,"750"
"2017",96,"Thatch","C","Plantago erecta",39,15,0,99,80,"751"
"2017",96,"Thatch","C","Lasthenia californica",3,3,2,100,80,"752"
"2017",96,"Thatch","C","Agoseris heterophylla",2,2,2,94,80,"753"
"2017",96,"Thatch","C","Hemizonia congesta",7,15,3,48,80,"754"
"2017",96,"Thatch","C","Clarkia purpurea",15,15,14,96,80,"755"
"2017",96,"Thatch","C","Calycadenia pauciflora",6,6,6,31,80,"756"
"2017",97,"Grass","D","Clarkia purpurea",13,14,14,96,100,"757"
"2017",97,"Grass","D","Lasthenia californica",19,15,6,100,100,"758"
"2017",97,"Grass","D","Plantago erecta",51,15,0,99,100,"759"
"2017",97,"Grass","D","Hemizonia congesta",21,15,3,48,100,"760"
"2017",97,"Grass","D","Agoseris heterophylla",43,15,1,94,100,"761"
"2017",97,"Grass","D","Calycadenia pauciflora",12,12,10,31,100,"762"
"2017",97,"No Grass","D","Plantago erecta",80,16,1,99,NA,"763"
"2017",97,"No Grass","D","Agoseris heterophylla",61,18,10,94,NA,"764"
"2017",97,"No Grass","D","Calycadenia pauciflora",12,13,6,31,NA,"765"
"2017",97,"No Grass","D","Hemizonia congesta",19,15,7,48,NA,"766"
"2017",97,"No Grass","D","Clarkia purpurea",9,9,7,96,NA,"767"
"2017",97,"No Grass","D","Lasthenia californica",31,15,2,100,NA,"768"
"2017",97,"Thatch","D","Agoseris heterophylla",2,2,2,94,60,"769"
"2017",97,"Thatch","D","Calycadenia pauciflora",4,4,4,31,60,"770"
"2017",97,"Thatch","D","Clarkia purpurea",22,16,16,96,60,"771"
"2017",97,"Thatch","D","Plantago erecta",28,15,0,99,60,"772"
"2017",97,"Thatch","D","Lasthenia californica",1,1,0,100,60,"773"
"2017",97,"Thatch","D","Hemizonia congesta",7,15,11,48,60,"774"
"2017",98,"Grass","C","Calycadenia pauciflora",17,15,13,31,80,"775"
"2017",98,"Grass","C","Clarkia purpurea",10,10,10,96,80,"776"
"2017",98,"Grass","C","Plantago erecta",99,15,0,99,80,"777"
"2017",98,"Grass","C","Hemizonia congesta",16,15,5,48,80,"778"
"2017",98,"Grass","C","Agoseris heterophylla",43,18,7,94,80,"779"
"2017",98,"Grass","C","Lasthenia californica",22,15,0,100,80,"780"
"2017",98,"No Grass","C","Plantago erecta",81,15,0,99,NA,"781"
"2017",98,"No Grass","C","Hemizonia congesta",12,15,9,48,NA,"782"
"2017",98,"No Grass","C","Calycadenia pauciflora",12,13,11,31,NA,"783"
"2017",98,"No Grass","C","Clarkia purpurea",11,10,10,96,NA,"784"
"2017",98,"No Grass","C","Lasthenia californica",25,15,4,100,NA,"785"
"2017",98,"No Grass","C","Agoseris heterophylla",23,18,10,94,NA,"786"
"2017",98,"Thatch","C","Plantago erecta",20,16,1,99,30,"787"
"2017",98,"Thatch","C","Agoseris heterophylla",0,0,0,94,30,"788"
"2017",98,"Thatch","C","Lasthenia californica",5,5,5,100,30,"789"
"2017",98,"Thatch","C","Calycadenia pauciflora",2,2,2,31,30,"790"
"2017",98,"Thatch","C","Hemizonia congesta",6,15,9,48,30,"791"
"2017",98,"Thatch","C","Clarkia purpurea",9,11,11,96,30,"792"
"2017",99,"Grass","D","Calycadenia pauciflora",5,5,3,31,90,"793"
"2017",99,"Grass","D","Plantago erecta",67,15,0,99,90,"794"
"2017",99,"Grass","D","Agoseris heterophylla",73,16,1,94,90,"795"
"2017",99,"Grass","D","Clarkia purpurea",16,15,14,96,90,"796"
"2017",99,"Grass","D","Hemizonia congesta",7,15,10,48,90,"797"
"2017",99,"Grass","D","Lasthenia californica",49,16,1,100,90,"798"
"2017",99,"No Grass","D","Hemizonia congesta",30,15,9,48,NA,"799"
"2017",99,"No Grass","D","Clarkia purpurea",38,15,8,96,NA,"800"
"2017",99,"No Grass","D","Calycadenia pauciflora",11,11,4,31,NA,"801"
"2017",99,"No Grass","D","Agoseris heterophylla",93,15,3,94,NA,"802"
"2017",99,"No Grass","D","Lasthenia californica",39,15,4,100,NA,"803"
"2017",99,"No Grass","D","Plantago erecta",68,15,7,99,NA,"804"
"2017",99,"Thatch","D","Lasthenia californica",10,10,7,100,100,"805"
"2017",99,"Thatch","D","Hemizonia congesta",29,15,13,48,100,"806"
"2017",99,"Thatch","D","Agoseris heterophylla",71,15,11,94,100,"807"
"2017",99,"Thatch","D","Calycadenia pauciflora",4,4,4,31,100,"808"
"2017",99,"Thatch","D","Plantago erecta",46,15,7,99,100,"809"
"2017",99,"Thatch","D","Clarkia purpurea",24,15,15,96,100,"810"
