"Species","Year","Plot","Subplot","Treat.Code","germ.tot","germ.proj","trt.mort","pst.mort","tot.mort","viable","cover.g","p.mort","PC.G","PC.F","PC.s13"
"Agoseris heterophylla",2016,93,"Grass","D",74,37,15,1,16,95,25,0.432432432432432,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,84,"No Grass","C",80,29,4,0,4,95,NA,0.137931034482759,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,37,"No Grass","W",45,15,0,5,5,94,NA,0.333333333333333,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,55,"Grass","W",77,21,2,0,2,95,80,0.0952380952380952,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,59,"No Grass","W",88,24,3,0,3,95,NA,0.125,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,19,"No Grass","W",52,15,0,2,2,94,NA,0.133333333333333,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,86,"Grass","C",94,15,0,0,0,94,40,0,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,89,"Grass","D",71,28,4,1,5,95,10,0.178571428571429,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,95,"Grass","D",71,29,10,0,10,95,30,0.344827586206897,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,49,"Grass","W",83,16,1,2,3,94,100,0.1875,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,55,"Grass","W",79,15,0,1,1,94,40,0.0666666666666667,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,29,"Grass","W",94,15,0,0,0,94,85,0,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,56,"Grass","C",93,15,0,0,0,94,80,0,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,86,"No Grass","C",94,15,0,3,3,94,NA,0.2,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,50,"Grass","C",63,16,1,0,1,94,95,0.0625,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,83,"Grass","D",62,27,3,7,10,95,80,0.37037037037037,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,93,"No Grass","D",71,21,0,1,1,95,NA,0.0476190476190476,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,82,"Grass","C",52,25,3,2,5,95,10,0.2,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,91,"No Grass","D",74,41,21,1,25,95,NA,0.609756097560976,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,29,"No Grass","W",94,15,0,0,0,94,NA,0,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,18,"Grass","C",63,15,0,1,1,94,95,0.0666666666666667,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,96,"No Grass","C",56,17,2,1,3,94,NA,0.176470588235294,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,91,"Grass","D",58,33,10,7,19,95,50,0.575757575757576,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2016,98,"Grass","C",87,29,9,0,9,95,75,0.310344827586207,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,19,"Grass","W",31,16,1,4,5,94,85,0.3125,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,96,"Grass","C",53,17,2,11,13,94,25,0.764705882352941,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Agoseris heterophylla",2017,84,"Grass","C",94,16,1,3,4,94,50,0.25,-0.715725194710067,-0.876427664975023,-2.31764141783942
"Calycadenia pauciflora",2017,84,"No Grass","C",6,9,0,5,5,31,NA,0.555555555555556,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,15,"No Grass","W",11,11,0,2,2,31,NA,0.181818181818182,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,56,"Grass","C",15,15,0,11,11,31,80,0.733333333333333,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,50,"Grass","C",19,15,0,8,8,31,95,0.533333333333333,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,59,"Grass","W",17,16,1,13,14,31,100,0.875,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,18,"No Grass","C",15,15,2,13,15,31,NA,1,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,55,"No Grass","W",14,14,0,12,12,31,NA,0.857142857142857,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,17,"Grass","W",10,10,2,7,9,31,90,0.9,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,50,"No Grass","C",24,15,0,11,11,31,NA,0.733333333333333,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,82,"Grass","C",17,15,4,8,12,31,45,0.8,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,29,"Grass","W",9,9,2,8,9,31,85,1,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,18,"Grass","C",11,12,0,9,9,31,95,0.75,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,15,"Grass","W",21,15,0,0,0,31,30,0,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,82,"No Grass","C",21,15,1,2,3,31,NA,0.2,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,30,"No Grass","C",7,9,0,9,9,31,NA,1,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,92,"No Grass","C",12,12,0,8,8,31,NA,0.666666666666667,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,29,"No Grass","W",16,15,0,15,15,31,NA,1,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,55,"Grass","W",20,15,0,10,10,31,40,0.666666666666667,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,92,"Grass","C",10,10,0,5,5,31,100,0.5,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,5,"Grass","W",9,10,0,3,3,31,80,0.3,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,59,"No Grass","W",10,11,0,8,8,31,NA,0.727272727272727,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,30,"Grass","C",4,4,0,4,4,31,75,1,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,23,"Grass","W",28,15,1,6,7,31,70,0.466666666666667,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,84,"Grass","C",8,9,1,3,4,31,50,0.444444444444444,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,96,"No Grass","C",9,9,0,7,7,31,NA,0.777777777777778,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,5,"No Grass","W",12,13,0,7,7,31,NA,0.538461538461538,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,19,"Grass","W",11,11,1,2,3,31,85,0.272727272727273,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,37,"No Grass","W",20,15,0,9,9,31,NA,0.6,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,98,"Grass","C",17,15,2,11,13,31,80,0.866666666666667,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,96,"Grass","C",6,6,1,5,6,31,25,1,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,23,"No Grass","W",12,15,1,3,4,31,NA,0.266666666666667,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,49,"Grass","W",12,13,0,0,0,31,100,0,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,19,"No Grass","W",27,16,2,1,3,31,NA,0.1875,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,86,"Grass","C",16,15,0,2,2,31,40,0.133333333333333,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,37,"Grass","W",12,12,1,5,6,31,80,0.5,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,56,"No Grass","C",8,8,0,4,4,31,NA,0.5,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,17,"No Grass","W",11,11,0,1,1,31,NA,0.0909090909090909,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,49,"No Grass","W",19,15,5,4,9,31,NA,0.6,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,86,"No Grass","C",3,3,0,0,0,31,NA,0,0.771092143133398,1.54518049907422,1.73249998728004
"Calycadenia pauciflora",2017,98,"No Grass","C",12,13,0,11,11,31,NA,0.846153846153846,0.771092143133398,1.54518049907422,1.73249998728004
"Clarkia purpurea",2016,97,"Grass","D",12,12,4,8,12,96,60,1,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,96,"No Grass","C",20,20,0,1,1,96,NA,0.05,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,55,"No Grass","W",26,16,1,8,9,96,NA,0.5625,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,15,"Grass","W",9,11,0,2,2,96,30,0.181818181818182,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,15,"No Grass","W",31,27,0,3,3,96,NA,0.111111111111111,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,23,"Grass","W",32,23,0,10,10,96,30,0.434782608695652,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,18,"No Grass","C",12,15,1,13,14,96,NA,0.933333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,19,"No Grass","W",34,15,0,6,6,96,NA,0.4,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,95,"No Grass","D",21,19,5,3,8,96,NA,0.421052631578947,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,5,"No Grass","W",21,17,2,3,5,96,NA,0.294117647058824,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,81,"Grass","D",38,29,3,15,18,96,80,0.620689655172414,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,84,"No Grass","C",33,27,8,3,11,96,NA,0.407407407407407,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,18,"No Grass","C",61,30,5,4,9,96,NA,0.3,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,83,"Grass","D",32,25,8,8,16,96,80,0.64,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,56,"Grass","C",26,21,1,5,6,96,70,0.285714285714286,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,86,"No Grass","C",4,8,1,5,6,96,NA,0.75,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,18,"Grass","C",15,16,4,12,16,96,95,1,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,92,"No Grass","C",29,25,3,3,6,96,NA,0.24,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,83,"No Grass","D",30,25,6,2,8,96,NA,0.32,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,91,"Grass","D",43,33,7,6,15,96,50,0.454545454545455,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,93,"No Grass","D",26,21,9,10,19,96,NA,0.904761904761905,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,18,"Grass","C",33,29,2,8,10,96,40,0.344827586206897,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,98,"Grass","C",13,13,0,11,11,96,75,0.846153846153846,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,92,"Grass","C",25,16,1,6,7,96,100,0.4375,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,17,"No Grass","W",41,25,2,4,6,96,NA,0.24,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,92,"Grass","C",58,28,5,2,7,96,25,0.25,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,81,"No Grass","D",28,26,6,4,10,96,NA,0.384615384615385,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,89,"No Grass","D",39,32,8,1,9,96,NA,0.28125,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,30,"No Grass","C",20,15,0,6,6,96,NA,0.4,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,19,"Grass","W",39,22,1,0,1,96,30,0.0454545454545455,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,49,"No Grass","W",25,20,1,0,1,96,NA,0.05,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,19,"No Grass","W",68,29,4,2,6,96,NA,0.206896551724138,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,82,"No Grass","C",14,15,13,1,14,96,NA,0.933333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,59,"No Grass","W",7,10,0,6,6,96,NA,0.6,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,96,"Grass","C",7,11,2,8,10,96,25,0.909090909090909,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,30,"No Grass","C",16,16,0,0,0,96,NA,0,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,15,"No Grass","W",33,16,1,1,2,96,NA,0.125,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,96,"No Grass","C",21,15,0,14,14,96,NA,0.933333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,93,"Grass","D",33,26,13,8,21,96,25,0.807692307692308,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,15,"Grass","W",13,13,5,1,6,96,25,0.461538461538462,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,19,"Grass","W",17,17,2,8,10,96,85,0.588235294117647,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,56,"Grass","C",9,11,0,6,6,96,80,0.545454545454545,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,17,"Grass","W",8,8,2,6,8,96,90,1,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,82,"Grass","C",57,25,2,8,10,96,10,0.4,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,98,"No Grass","C",26,23,4,7,11,96,NA,0.478260869565217,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,17,"No Grass","W",11,14,0,9,9,96,NA,0.642857142857143,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,5,"No Grass","W",41,28,4,2,6,96,NA,0.214285714285714,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,49,"Grass","W",16,15,0,5,5,96,100,0.333333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,29,"Grass","W",19,19,1,3,4,96,50,0.210526315789474,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,89,"Grass","D",65,26,5,14,19,96,10,0.730769230769231,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,86,"Grass","C",18,15,0,10,10,96,40,0.666666666666667,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,29,"No Grass","W",26,22,0,5,5,96,NA,0.227272727272727,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,49,"No Grass","W",29,17,2,0,2,96,NA,0.117647058823529,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,59,"Grass","W",7,9,1,7,8,96,100,0.888888888888889,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,99,"No Grass","D",37,26,3,4,7,96,NA,0.269230769230769,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,49,"Grass","W",21,21,3,6,9,96,90,0.428571428571429,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,23,"No Grass","W",50,26,2,1,3,96,NA,0.115384615384615,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,5,"Grass","W",11,12,3,5,8,96,80,0.666666666666667,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,50,"Grass","C",15,15,1,11,12,96,95,0.8,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,30,"Grass","C",37,26,1,3,4,96,35,0.153846153846154,0.563663236086071,0.605290877224273,1.08410568900997
