"Species","Year","Plot","Subplot","Treat.Code","germ.tot","germ.proj","trt.mort","pst.mort","tot.mort","viable","cover.g","p.mort","PC.G","PC.F","PC.s13"
"Clarkia purpurea",2016,55,"Grass","W",23,21,5,4,9,96,80,0.428571428571429,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,30,"Grass","C",11,15,1,1,2,96,75,0.133333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,91,"No Grass","D",27,26,8,1,9,96,NA,0.346153846153846,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,37,"Grass","W",9,11,1,10,11,96,80,1,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,50,"No Grass","C",28,15,0,9,9,96,NA,0.6,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,82,"No Grass","C",39,24,3,10,13,96,NA,0.541666666666667,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,82,"Grass","C",26,15,3,9,12,96,45,0.8,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,59,"No Grass","W",34,24,2,1,3,96,NA,0.125,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,29,"No Grass","W",10,14,2,4,6,96,NA,0.428571428571429,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,37,"Grass","W",16,16,0,3,3,96,30,0.1875,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,55,"Grass","W",20,15,3,9,12,96,40,0.8,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,5,"Grass","W",36,24,2,7,9,96,30,0.375,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,37,"No Grass","W",18,18,1,5,6,96,NA,0.333333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,99,"Grass","D",33,26,1,19,20,96,90,0.769230769230769,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,84,"Grass","C",15,14,2,9,11,96,50,0.785714285714286,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,84,"Grass","C",23,22,9,6,15,96,40,0.681818181818182,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,95,"Grass","D",40,23,3,6,9,96,30,0.391304347826087,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,17,"Grass","W",65,29,5,6,11,96,80,0.379310344827586,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,55,"No Grass","W",21,21,2,3,5,96,NA,0.238095238095238,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,23,"Grass","W",17,15,2,9,11,96,70,0.733333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,50,"No Grass","C",26,21,2,2,4,96,NA,0.19047619047619,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,37,"No Grass","W",10,16,1,7,8,96,NA,0.5,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,97,"No Grass","D",35,24,15,4,19,96,NA,0.791666666666667,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,23,"No Grass","W",33,15,0,2,2,96,NA,0.133333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,98,"Grass","C",10,10,4,6,10,96,80,1,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,84,"No Grass","C",17,15,1,7,8,96,NA,0.533333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,56,"No Grass","C",18,15,0,8,8,96,NA,0.533333333333333,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,50,"Grass","C",26,22,1,11,12,96,70,0.545454545454545,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,98,"No Grass","C",11,10,3,7,10,96,NA,1,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,92,"No Grass","C",25,23,13,8,21,96,NA,0.91304347826087,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,59,"Grass","W",30,21,1,2,3,96,40,0.142857142857143,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,96,"Grass","C",43,24,3,12,15,96,30,0.625,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2016,56,"No Grass","C",21,21,3,3,6,96,NA,0.285714285714286,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",2017,29,"Grass","W",19,15,0,3,3,96,85,0.2,0.563663236086071,0.605290877224273,1.08410568900997
"Hemizonia congesta",2016,82,"No Grass","C",19,18,8,6,14,71,NA,0.777777777777778,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,93,"Grass","D",33,27,4,6,11,71,25,0.407407407407407,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,84,"Grass","C",14,14,5,2,7,71,40,0.5,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,81,"No Grass","D",12,12,2,2,4,71,NA,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,37,"No Grass","W",10,15,0,4,4,48,NA,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,56,"No Grass","C",71,27,2,1,3,71,NA,0.111111111111111,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,82,"Grass","C",24,24,5,10,15,71,10,0.625,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,15,"Grass","W",60,24,4,9,13,71,25,0.541666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,98,"Grass","C",60,28,7,5,12,71,75,0.428571428571429,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,91,"No Grass","D",61,37,6,5,15,71,NA,0.405405405405405,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,96,"No Grass","C",50,24,1,2,3,71,NA,0.125,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,50,"Grass","C",42,23,2,14,16,71,70,0.695652173913043,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,19,"Grass","W",14,15,5,8,13,48,85,0.866666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,59,"Grass","W",45,15,0,6,6,48,100,0.4,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,84,"No Grass","C",28,15,1,3,4,48,NA,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,99,"No Grass","D",16,16,5,0,5,71,NA,0.3125,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,23,"No Grass","W",71,25,2,1,3,71,NA,0.12,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,5,"Grass","W",43,26,2,10,12,71,30,0.461538461538462,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,18,"Grass","C",32,24,7,7,14,71,40,0.583333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,97,"No Grass","D",66,27,8,1,9,71,NA,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,19,"No Grass","W",33,26,6,7,13,71,NA,0.5,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,59,"Grass","W",71,25,0,4,4,71,40,0.16,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,30,"Grass","C",9,17,2,4,6,48,75,0.352941176470588,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,15,"No Grass","W",15,15,0,3,3,48,NA,0.2,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,50,"No Grass","C",54,25,2,9,11,71,NA,0.44,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,95,"No Grass","D",63,24,2,5,7,71,NA,0.291666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,17,"No Grass","W",29,25,5,6,11,71,NA,0.44,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,15,"Grass","W",10,16,1,5,6,48,30,0.375,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,19,"No Grass","W",24,15,0,1,1,48,NA,0.0666666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,49,"No Grass","W",71,28,3,2,5,71,NA,0.178571428571429,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,59,"No Grass","W",67,28,5,4,9,71,NA,0.321428571428571,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,37,"No Grass","W",45,25,4,2,6,71,NA,0.24,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,17,"No Grass","W",14,15,0,3,3,48,NA,0.2,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,59,"No Grass","W",10,15,0,8,8,48,NA,0.533333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,83,"No Grass","D",24,22,3,2,6,71,NA,0.272727272727273,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,55,"No Grass","W",29,16,1,0,1,48,NA,0.0625,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,81,"Grass","D",17,17,3,7,11,71,80,0.647058823529412,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,84,"Grass","C",10,13,3,1,4,48,50,0.307692307692308,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,18,"Grass","C",22,16,0,8,8,48,95,0.5,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,89,"No Grass","D",21,21,3,6,9,71,NA,0.428571428571429,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,5,"Grass","W",32,15,1,2,3,48,80,0.2,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,84,"No Grass","C",17,17,2,2,4,71,NA,0.235294117647059,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,55,"Grass","W",48,15,0,4,4,48,40,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,93,"No Grass","D",42,24,2,0,2,71,NA,0.0833333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,15,"No Grass","W",22,21,2,4,6,71,NA,0.285714285714286,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,55,"Grass","W",71,23,1,5,6,71,80,0.260869565217391,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,49,"Grass","W",28,15,0,0,0,48,100,0,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,95,"Grass","D",49,26,4,2,6,71,30,0.230769230769231,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,29,"Grass","W",27,22,6,5,11,71,50,0.5,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,5,"No Grass","W",8,15,0,10,10,48,NA,0.666666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,89,"Grass","D",39,28,5,11,16,71,10,0.571428571428571,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,86,"Grass","C",16,15,0,5,5,48,40,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,30,"No Grass","C",19,18,3,4,7,71,NA,0.388888888888889,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,29,"No Grass","W",15,15,2,3,5,48,NA,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,92,"Grass","C",41,31,6,8,15,71,25,0.483870967741935,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,98,"No Grass","C",49,28,2,4,6,71,NA,0.214285714285714,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,56,"Grass","C",30,15,0,0,0,48,80,0,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,91,"Grass","D",50,31,9,6,17,71,50,0.548387096774194,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,92,"No Grass","C",66,27,4,5,9,71,NA,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,96,"Grass","C",32,16,1,7,8,48,25,0.5,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,92,"Grass","C",35,16,2,5,7,48,100,0.4375,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,99,"Grass","D",28,24,4,6,11,71,90,0.458333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,23,"Grass","W",15,15,0,6,6,48,70,0.4,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,82,"Grass","C",10,14,1,8,9,48,45,0.642857142857143,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,55,"No Grass","W",71,21,0,3,3,71,NA,0.142857142857143,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,96,"No Grass","C",26,15,0,8,8,48,NA,0.533333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,23,"Grass","W",52,25,8,5,13,71,30,0.52,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,50,"Grass","C",20,15,0,2,2,48,95,0.133333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,37,"Grass","W",53,21,0,6,6,71,30,0.285714285714286,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,29,"No Grass","W",31,24,2,3,5,71,NA,0.208333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,37,"Grass","W",13,16,1,4,5,48,80,0.3125,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,18,"No Grass","C",18,15,0,9,9,48,NA,0.6,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,96,"Grass","C",57,32,8,9,17,71,30,0.53125,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,98,"Grass","C",16,15,0,5,5,48,80,0.333333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,56,"No Grass","C",28,15,1,2,3,48,NA,0.2,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,29,"Grass","W",13,15,1,8,9,48,85,0.6,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,5,"No Grass","W",47,23,0,3,3,71,NA,0.130434782608696,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,17,"Grass","W",7,11,1,4,5,48,90,0.454545454545455,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,49,"No Grass","W",29,15,0,1,1,48,NA,0.0666666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,98,"No Grass","C",12,15,0,9,9,48,NA,0.6,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,83,"Grass","D",24,24,11,9,20,71,80,0.833333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,86,"No Grass","C",16,15,0,4,4,48,NA,0.266666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,97,"Grass","D",54,22,2,4,6,71,60,0.272727272727273,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,56,"Grass","C",71,24,2,3,5,71,70,0.208333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,82,"No Grass","C",8,10,2,0,2,48,NA,0.2,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,17,"Grass","W",22,21,6,5,11,71,80,0.523809523809524,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,19,"Grass","W",32,23,4,6,10,71,30,0.434782608695652,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,50,"No Grass","C",14,15,0,10,10,48,NA,0.666666666666667,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,49,"Grass","W",71,23,0,6,6,71,90,0.260869565217391,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,92,"No Grass","C",45,15,0,6,6,48,NA,0.4,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,30,"No Grass","C",27,15,2,4,6,48,NA,0.4,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,30,"Grass","C",36,26,6,3,9,71,35,0.346153846153846,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2016,18,"No Grass","C",30,25,5,13,18,71,NA,0.72,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",2017,23,"No Grass","W",42,15,1,1,2,48,NA,0.133333333333333,1.45479168058665,1.3751567558586,1.98798512973834
"Lasthenia californica",2016,84,"No Grass","C",7,7,0,0,0,54,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,95,"No Grass","D",4,4,1,1,2,54,NA,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,19,"No Grass","W",37,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,15,"Grass","W",78,17,2,0,2,100,30,0.117647058823529,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,55,"No Grass","W",4,4,0,0,0,54,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,55,"Grass","W",10,10,1,2,3,54,80,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,97,"No Grass","D",4,4,0,1,1,54,NA,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,89,"No Grass","D",10,10,1,1,2,54,NA,0.2,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,30,"Grass","C",2,2,0,0,0,54,35,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,15,"Grass","W",4,2,0,0,0,54,25,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,30,"No Grass","C",3,3,0,2,2,54,NA,0.666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,84,"Grass","C",64,15,0,0,0,100,50,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,49,"Grass","W",13,13,0,5,5,54,90,0.384615384615385,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,55,"Grass","W",20,15,0,1,1,100,40,0.0666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,23,"Grass","W",6,6,0,2,2,54,30,0.333333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,23,"No Grass","W",4,4,0,1,1,54,NA,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,23,"No Grass","W",51,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,92,"No Grass","C",9,9,0,2,2,54,NA,0.222222222222222,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,5,"No Grass","W",5,5,1,1,2,54,NA,0.4,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,50,"No Grass","C",46,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,83,"No Grass","D",7,7,1,3,4,54,NA,0.571428571428571,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,5,"No Grass","W",50,16,1,1,2,100,NA,0.125,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,96,"No Grass","C",7,7,0,1,1,54,NA,0.142857142857143,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,37,"No Grass","W",0,0,0,0,0,54,NA,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,29,"Grass","W",2,2,0,2,2,54,50,1,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,86,"No Grass","C",48,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,18,"Grass","C",50,15,0,0,0,100,95,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,50,"No Grass","C",7,7,0,1,1,54,NA,0.142857142857143,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,17,"No Grass","W",8,8,0,1,1,54,NA,0.125,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,49,"No Grass","W",10,10,1,2,3,54,NA,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,96,"Grass","C",3,3,0,0,0,54,30,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,82,"No Grass","C",71,24,9,0,9,100,NA,0.375,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,37,"Grass","W",17,17,2,0,2,100,80,0.117647058823529,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,17,"No Grass","W",99,15,0,1,1,100,NA,0.0666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,96,"Grass","C",36,15,0,2,2,100,25,0.133333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,93,"Grass","D",0,0,0,0,0,54,25,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,18,"No Grass","C",13,13,0,0,0,54,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,92,"No Grass","C",48,16,1,2,3,100,NA,0.1875,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,81,"No Grass","D",7,7,0,0,0,54,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,17,"Grass","W",5,5,1,0,1,54,80,0.2,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,83,"Grass","D",4,4,0,2,2,54,80,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,19,"Grass","W",8,8,4,0,4,54,30,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,59,"No Grass","W",13,13,0,6,6,54,NA,0.461538461538462,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,56,"No Grass","C",35,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,59,"No Grass","W",22,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,82,"Grass","C",4,4,0,0,0,54,10,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,92,"Grass","C",50,16,1,0,1,100,100,0.0625,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,89,"Grass","D",20,20,1,5,6,54,10,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,19,"No Grass","W",10,10,3,0,3,54,NA,0.3,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,59,"Grass","W",8,8,0,2,2,54,40,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,98,"No Grass","C",25,15,1,3,4,100,NA,0.266666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,37,"No Grass","W",31,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,98,"No Grass","C",8,8,0,2,2,54,NA,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,84,"Grass","C",0,0,0,0,0,54,40,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,93,"No Grass","D",5,5,3,2,5,54,NA,1,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,29,"No Grass","W",16,16,4,4,8,100,NA,0.5,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,56,"Grass","C",12,12,1,0,1,100,80,0.0833333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,49,"Grass","W",26,15,0,0,0,100,100,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,37,"Grass","W",0,0,0,0,0,54,30,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,18,"No Grass","C",99,15,0,0,0,100,NA,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,50,"Grass","C",29,15,0,0,0,100,95,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,86,"Grass","C",85,15,0,0,0,100,40,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,99,"No Grass","D",9,9,3,1,4,54,NA,0.444444444444444,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,56,"No Grass","C",11,11,1,1,2,54,NA,0.181818181818182,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,50,"Grass","C",10,9,2,4,6,54,70,0.666666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,29,"Grass","W",28,17,2,3,5,100,85,0.294117647058824,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,19,"Grass","W",65,15,0,0,0,100,85,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,82,"Grass","C",48,16,3,1,4,100,45,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,56,"Grass","C",4,4,0,1,1,54,70,0.25,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,96,"No Grass","C",23,15,0,4,4,100,NA,0.266666666666667,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2017,5,"Grass","W",44,15,0,0,0,100,80,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,91,"Grass","D",8,7,0,2,2,54,50,0.285714285714286,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,5,"Grass","W",2,2,0,0,0,54,30,0,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,15,"No Grass","W",6,6,2,0,2,54,NA,0.333333333333333,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",2016,95,"Grass","D",8,8,3,0,3,54,30,0.375,-2.17672412206952,-1.63466778080532,-1.13506247561691
