"Species","Plot","Subplot","Treat.Code","Year","Date","flo.a","flo.b","flo.c","avg.flo","sd.flo","n.ind","avg.seed.inf","n.seed.ind","cov.g","PC.G","PC.F","PC.s13"
"Clarkia purpurea",15,"Grass","W",2016,"2016-05-20",1,1,3,1,0,5,17.1428571428571,16.5714285771428,25,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",37,"No Grass","W",2016,"2016-06-08",0,0,10,1,0,5,21.6,20.8800000072,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",23,"No Grass","W",2016,"2016-06-08",0,0,23,2.2,0.836660026534076,5,27.5,58.4833333535,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",89,"No Grass","D",2016,"2016-06-08",0,0,21,1.4,0.547722557505166,5,20.1818181818182,27.3127272821455,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",5,"Grass","W",2016,"2016-05-20",0,0,8,1,0,5,9.72727272727273,9.40303030627273,30,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",18,"Grass","C",2016,"2016-06-08",0,0,12,1.6,0.894427190999916,5,18.5625,28.7100000099,40,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",96,"Grass","C",2016,"2016-06-08",0,0,11,1,0,5,10.5,10.1500000035,30,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",56,"No Grass","C",2016,"2016-06-08",0,0,15,1,0,5,27.2,26.2933333424,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",49,"No Grass","W",2016,"2016-06-08",0,0,17,2.4,1.51657508881031,5,20.24,46.956800016192,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",92,"No Grass","C",2016,"2016-06-08",0,0,16,2.4,1.14017542509914,5,32.0833333333333,74.433333359,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",5,"No Grass","W",2016,"2016-05-20",0,1,21,1.4,0.894427190999916,5,32.2,43.57733334836,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",93,"Grass","D",2016,"2016-05-20",0,0,4,1,0,4,12.8333333333333,12.4055555598333,25,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",55,"No Grass","W",2016,"2016-06-08",0,0,14,1,0,5,12.6666666666667,12.2444444486667,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",55,"Grass","W",2016,"2016-06-08",0,0,10,1,0,5,7,6.766666669,80,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",95,"No Grass","D",2016,"2016-06-08",0,0,10,1,0,5,18.8,18.1733333396,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",97,"No Grass","D",2016,"2016-06-08",0,0,5,1,0,5,14.6,14.1133333382,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",99,"No Grass","D",2016,"2016-06-08",0,0,15,1,0,5,15.6153846153846,15.0948718000769,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",50,"No Grass","C",2016,"2016-06-08",0,0,10,1.6,0.547722557505166,5,24.8888888888889,38.4948148280889,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",49,"Grass","W",2016,"2016-05-20",1,1,11,1,0,5,17.8,17.2066666726,90,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",96,"No Grass","C",2016,"2016-06-08",0,0,19,1.6,0.894427190999916,5,20.5,31.7066666776,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",95,"Grass","D",2016,"2016-06-08",0,0,11,1,0,5,6.54545454545455,6.32727272945455,30,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",98,"No Grass","C",2016,"2016-05-20",0,1,15,1,0,5,8.38461538461539,8.10512820792308,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",82,"Grass","C",2016,"2016-06-08",0,0,14,1,0,5,25.8461538461538,24.9846153932307,10,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",84,"Grass","C",2016,"2016-05-20",1,1,5,1.8,1.30384048104053,5,32.7,56.89800001962,40,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",30,"Grass","C",2016,"2016-05-20",0,0,25,1,0,5,12.7142857142857,12.2904761947143,35,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",37,"Grass","W",2016,"2016-05-20",1,4,10,1,0,5,12.0909090909091,11.6878787919091,30,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",17,"No Grass","W",2017,"2017-06-26",0,0,5,1.66666666666667,1.15470053837925,3,13.7142857142857,22.0952381028572,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",15,"Grass","W",2017,"2017-05-19",5,0,0,1,0,5,25.6666666666667,24.8111111196667,30,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",19,"Grass","W",2017,"2017-06-26",0,0,7,1,0,5,19.2222222222222,18.5814814878889,85,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",30,"Grass","C",2017,"2017-05-19",0,0,13,1,0,5,21.4,20.6866666738,75,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",55,"No Grass","W",2017,"2017-05-19",5,0,0,1,0,5,7.6,7.3466666692,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",56,"No Grass","C",2017,"2017-06-26",0,0,7,1,0,5,5.83333333333333,5.63888889083333,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",49,"Grass","W",2017,"2017-06-26",0,0,10,1,0,5,6.3,6.0900000021,120,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",30,"No Grass","C",2017,"2017-06-26",0,0,9,1,0,5,19,18.366666673,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",92,"No Grass","C",2017,"2017-06-26",0,0,2,1,0,2,13,12.566666671,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",29,"Grass","W",2017,"2017-06-26",0,0,12,1,0,5,12,11.600000004,85,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",59,"No Grass","W",2017,"2017-06-26",0,0,5,1,0,5,11,10.633333337,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",5,"No Grass","W",2017,"2017-06-26",0,0,12,1,0,5,19.2307692307692,18.5897435961538,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",84,"Grass","C",2017,"2017-06-26",0,0,3,1.33333333333333,0.577350269189626,3,9.75,12.566666671,50,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",56,"Grass","C",2017,"2017-06-26",0,0,5,1,0,5,3.2,3.0933333344,80,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",55,"Grass","W",2017,"2017-05-19",3,0,0,1,0,3,4.33333333333333,4.18888889033333,40,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",86,"Grass","C",2017,"2017-06-26",0,0,0,1,0,5,2.2,2.1266666674,40,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",96,"No Grass","C",2017,"2017-06-26",0,0,1,1,NA,1,1,0.966666667,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",92,"Grass","C",2017,"2017-06-26",0,0,10,1,0,4,11,10.633333337,100,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",19,"No Grass","W",2017,"2017-06-26",0,0,10,1.4,0.547722557505166,5,20.4666666666667,27.6982222317733,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",29,"No Grass","W",2017,"2017-06-26",0,0,8,1.2,0.447213595499958,5,17.6,20.41600000704,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",49,"No Grass","W",2017,"2017-06-26",0,0,15,1.2,0.447213595499958,5,29.3529411764706,34.0494117764471,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",23,"Grass","W",2017,"2017-06-26",0,0,4,1,0,4,1.75,1.69166666725,70,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",50,"No Grass","C",2017,"2017-06-26",0,0,6,1.2,0.447213595499958,5,15.75,18.2700000063,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",59,"Grass","W",2017,"2017-06-26",0,0,1,1,NA,1,1,0.966666667,100,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",23,"No Grass","W",2017,"2017-06-26",0,0,13,1.2,0.447213595499958,5,20.3,23.54800000812,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",37,"No Grass","W",2017,"2017-06-26",0,0,8,1,0,5,13.2857142857143,12.8428571472857,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",84,"No Grass","C",2017,"2017-06-26",0,0,0,1.2,0.447213595499958,5,17.375,20.15500000695,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",86,"No Grass","C",2017,"2017-06-26",0,0,2,1,0,2,3.5,3.3833333345,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",82,"Grass","C",2017,"2017-06-26",0,0,3,1,0,3,2,1.933333334,45,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",5,"Grass","W",2017,"2017-06-26",0,0,4,1,0,4,9.33333333333333,9.02222222533333,80,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",18,"No Grass","C",2017,"2017-06-26",0,0,1,1,NA,1,10,9.66666667,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Clarkia purpurea",15,"No Grass","W",2017,"2017-06-26",0,0,13,2.6,1.51657508881031,5,14.2380952380952,35.785079377419,NA,0.563663236086071,0.605290877224273,1.08410568900997
"Hemizonia congesta",30,"No Grass","C",2016,"2016-09-02",0,0,11,35.4,26.6326866838477,5,4.2,106.6466355696,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",81,"No Grass","D",2016,"2016-09-02",0,0,8,15.6,6.73052746818554,5,4.4,49.2347663808,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",23,"No Grass","W",2016,"2016-09-02",0,0,22,14.6,6.50384501660364,5,4,41.889719648,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",37,"No Grass","W",2016,"2016-09-02",0,0,19,14.4,3.20936130717624,5,4.6,47.5132710528,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",30,"Grass","C",2016,"2016-09-02",0,0,17,10.2,5.76194411635517,5,3.8,27.8021495472,35,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",29,"No Grass","W",2016,"2016-09-02",0,0,19,18.2,7.52994023880668,5,3.6,46.9968224544,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",49,"Grass","W",2016,"2016-09-02",0,0,17,18.4,10.285912696499,5,4.8,63.3510280704,90,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",15,"Grass","W",2016,"2016-09-02",0,4,0,25,20.1163283594862,4,2.4,43.0373832,25,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",5,"Grass","W",2017,"2017-08-21",0,0,12,5.25,3.20156211871642,4,4.4,16.569392532,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",96,"Grass","C",2017,"2017-08-21",0,0,8,5.8,6.34034699365894,5,4,16.641121504,25,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",86,"Grass","C",2017,"2017-08-21",0,0,10,13,10.8627804912002,5,4.6,42.893925256,40,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",23,"Grass","W",2017,"2017-08-21",0,7,15,9.4,6.42650760522385,5,3,20.227570104,70,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",92,"No Grass","C",2017,"2017-08-21",0,0,9,6.8,6.53452370108182,5,2.4,11.7061682304,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",5,"No Grass","W",2017,"2017-08-21",0,0,0,6,4.24264068711928,5,2.4,10.328971968,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",23,"No Grass","W",2017,"2017-08-21",1,2,11,11.6,6.87749954561976,5,3.4,28.2899065568,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",18,"Grass","C",2017,"2017-08-21",0,0,7,12.2,8.72926113711808,5,2.8,24.5026168352,95,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",56,"Grass","C",2016,"2016-09-02",0,0,19,39,15.0166574176812,5,4.16666666666667,116.5595795,70,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",95,"Grass","D",2016,"2016-09-02",0,0,19,14.2,9.98498873309329,5,3.6,36.6678504864,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",55,"Grass","W",2016,"2016-09-02",0,0,17,14.4,9.91463564635635,5,4.6,47.5132710528,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",97,"No Grass","D",2016,"2016-09-02",0,0,17,23.2,14.3422452914458,5,2.6,43.2669159104,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",18,"No Grass","C",2016,"2016-09-02",0,0,7,60.8,53.3404161963515,5,4.6,200.6115888896,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",50,"Grass","C",2016,"2016-09-02",0,0,7,11.2,5.97494769851586,5,3.4,27.3143925376,70,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",89,"Grass","D",2016,"2016-09-02",0,0,12,13.6,8.41427358718505,5,3.4,33.1674766528,10,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",91,"No Grass","D",2016,"2016-09-02",0,0,22,22.8,9.65401470891774,5,4.4,71.9585047104,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",93,"No Grass","D",2016,"2016-09-02",0,0,22,35.6,20.2682016962532,5,3,76.606542096,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",17,"No Grass","W",2016,"2016-09-02",0,0,14,7.8,4.32434966208793,5,3.8,21.2604673008,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",50,"No Grass","C",2016,"2016-09-02",0,0,13,35,24.1660919471891,5,3.8,95.39953276,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",15,"No Grass","W",2016,"2016-09-02",0,12,0,18.4,20.2805325373867,5,3.4,44.8736448832,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",30,"No Grass","C",2017,"2017-08-21",0,0,9,17.2,9.01110426085505,5,3.6,44.4145794624,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",84,"No Grass","C",2016,"2016-09-02",0,0,13,64.6,52.2331312482796,5,4,185.347663648,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",29,"Grass","W",2016,"2016-09-02",0,0,10,11.4,3.84707681233427,5,3.4,27.8021495472,50,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",17,"Grass","W",2016,"2016-07-27",6,0,4,2.6,0.894427190999916,5,2,3.729906544,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",37,"Grass","W",2016,"2016-09-02",0,0,15,19.2,17.3407035612746,5,3.8,52.3334579712,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",5,"No Grass","W",2016,"2016-09-02",0,0,20,7.8,1.92353840616713,5,4.28571428571429,23.97797064,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",23,"Grass","W",2016,"2016-09-02",0,0,12,12.2,4.86826457785523,5,5,43.75467292,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",81,"Grass","D",2016,"2016-09-02",0,0,6,6,4.06201920231798,5,2.4,10.328971968,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",55,"No Grass","W",2016,"2016-09-02",0,0,18,9,5.52268050859363,5,4.6,29.695794408,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",82,"No Grass","C",2016,"2016-09-02",0,0,2,4.5,4.94974746830583,2,3,9.68341122,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",98,"No Grass","C",2016,"2016-09-02",0,0,22,19.4,21.1139764137407,5,4.2,58.4447663856,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",89,"No Grass","D",2016,"2016-09-02",0,0,12,8,9.61769203083567,5,3.4,19.510280384,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",18,"Grass","C",2016,"2016-09-02",0,0,10,61,28.026772914483,5,5,218.7733646,40,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",92,"No Grass","C",2016,"2016-09-02",0,0,17,21.6,13.7222447143315,5,2.6,40.2829906752,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",96,"No Grass","C",2016,"2016-09-02",0,0,21,18,10.9087121146357,5,4,51.64485984,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",19,"No Grass","W",2016,"2016-09-02",0,0,13,3.4,1.67332005306815,5,2.8,6.8285981344,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",98,"Grass","C",2016,"2016-09-02",0,0,16,16,10.1242283656583,5,3.6,41.315887872,75,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",49,"No Grass","W",2016,"2016-09-02",0,0,23,22.8,8.46758525200662,5,4.8,78.5001869568,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",99,"No Grass","D",2016,"2016-09-02",0,0,11,18.2,7.46324326281812,5,3.8,49.6077570352,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",82,"Grass","C",2016,"2016-09-02",0,0,8,6,3.53553390593274,5,4,17.21495328,10,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",97,"Grass","D",2016,"2016-09-02",0,0,15,19.2,7.39594483484024,5,3.33333333333333,45.90654208,60,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",96,"Grass","C",2016,"2016-09-02",0,0,15,33,25.5049014897137,5,3,71.01168228,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",56,"No Grass","C",2016,"2016-09-02",0,0,24,39.4,22.378561169119,5,5,141.30607484,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",92,"Grass","C",2016,"2016-09-02",0,0,16,13.6,5.45893762558247,5,1.8,17.5592523456,25,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",59,"Grass","W",2016,"2016-09-02",0,0,21,15.8,8.43800924389159,5,4.2,47.5993458192,40,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",93,"Grass","D",2016,"2016-09-02",0,0,16,10.2,5.76194411635517,5,2.8,20.4857944032,25,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",5,"Grass","W",2016,"2016-09-02",0,0,13,5.4,2.79284800875379,5,3.83333333333333,14.847897204,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",95,"No Grass","D",2016,"2016-09-02",0,0,17,24,8,5,2.6,44.758878528,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",37,"No Grass","W",2017,"2017-08-21",0,0,10,8.4,2.88097205817759,5,3.4,20.4857944032,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",98,"No Grass","C",2017,"2017-08-21",0,0,6,6.8,3.83405790253616,5,3.6,17.5592523456,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",15,"Grass","W",2017,"2017-08-21",0,0,3,18.3333333333333,2.51661147842358,3,3.8,49.9711838266667,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",49,"Grass","W",2017,"2017-08-21",0,0,13,8.8,3.3466401061363,5,4,25.248598144,120,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",29,"Grass","W",2017,"2017-08-21",0,0,0,11.8,9.1214034007931,5,4.8,40.6272897408,85,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",15,"No Grass","W",2017,"2017-08-21",1,0,11,5.2,2.94957624075052,5,2.4,8.9517757056,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",50,"Grass","C",2017,"2017-08-21",0,0,13,9,2.91547594742265,5,4.2,27.113551416,95,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",17,"No Grass","W",2017,"2017-08-21",0,0,12,16,8.45576726264388,5,2.6,29.839252352,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",84,"No Grass","C",2017,"2017-08-21",1,0,10,4.8,1.92353840616713,5,2.4,8.2631775744,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",19,"No Grass","W",2017,"2017-08-21",0,1,13,12.2,9.36482781475453,5,3.2,28.0029906688,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",17,"Grass","W",2017,"2017-08-21",0,0,6,15.2,7.29383301152419,5,3,32.708411232,90,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",56,"No Grass","C",2017,"2017-08-21",0,0,7,10.2,3.4928498393146,5,2.8,20.4857944032,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",82,"Grass","C",2017,"2017-08-21",3,1,1,3.6,1.14017542509914,5,5.2,13.4276635584,45,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",37,"Grass","W",2017,"2017-08-21",0,0,11,11.4,4.72228758124704,5,3.2,26.1667289856,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",55,"Grass","W",2017,"2017-08-21",0,0,7,7,9.66953980290686,5,2.8,14.058878512,40,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",59,"Grass","W",2017,"2017-08-21",0,0,10,4.4,2.70185121722126,5,3.2,10.0994392576,100,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",50,"No Grass","C",2017,"2017-08-21",0,0,5,4.75,0.5,4,3.2,10.902803744,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",96,"No Grass","C",2017,"2017-08-21",0,0,7,9,7.03562363973514,5,3,19.36682244,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",86,"No Grass","C",2017,"2017-08-21",0,0,11,27.2,7.19027120489902,5,4.8,93.6493458432,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",59,"No Grass","W",2017,"2017-08-21",0,0,6,6.2,5.97494769851586,5,4.2,18.6782243088,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",19,"Grass","W",2017,"2017-08-21",0,0,1,40,NA,1,2.8,80.33644864,85,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",18,"No Grass","C",2017,"2017-08-21",0,0,6,14,6.6332495807108,5,4,40.16822432,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",55,"No Grass","W",2017,"2017-08-21",0,0,8,5.8,4.14728827066554,5,0.8,3.3282243008,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",29,"No Grass","W",2017,"2017-08-21",0,0,10,13,6.20483682299543,5,4.2,39.164018712,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",49,"No Grass","W",2017,"2017-08-21",0,0,11,13,5.24404424085076,5,4,37.29906544,NA,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",98,"Grass","C",2017,"2017-08-21",0,0,10,4,2.12132034355964,5,2.6,7.459813088,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",84,"Grass","C",2017,"2017-08-21",1,1,7,8.6,5.22494019104525,5,2.6,16.0385981392,50,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",56,"Grass","C",2017,"2017-08-21",0,0,9,7.2,2.58843582110896,5,3.8,19.6250467392,80,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",30,"Grass","C",2017,"2017-08-21",0,0,11,10.8,7.56306816047562,5,4.6,35.6349532896,75,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",19,"Grass","W",2016,"2016-09-02",0,0,12,3.6,1.94935886896179,5,3.2,8.2631775744,30,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",99,"Grass","D",2016,"2016-09-02",0,0,13,5.8,6.37965516309463,5,3,12.480841128,90,1.45479168058665,1.3751567558586,1.98798512973834
"Hemizonia congesta",91,"Grass","D",2016,"2016-09-02",0,0,14,18.4,7.56967634711023,5,4.2,55.4321495616,50,1.45479168058665,1.3751567558586,1.98798512973834
"Lasthenia californica",98,"No Grass","C",2016,"2016-05-08",0,0,6,1.4,0.894427190999916,5,19.2,14.6559999936,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",15,"No Grass","W",2016,"2016-05-08",0,1,2,1,0,3,44.125,24.058630941875,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",17,"Grass","W",2016,"2016-05-08",0,0,4,1.25,0.5,4,50,34.0773809375,80,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",81,"No Grass","D",2016,"2016-05-08",0,0,7,1,0,5,19.2,10.468571424,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",55,"No Grass","W",2016,"2016-05-08",0,0,4,1.25,0.5,4,24,16.35714285,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",56,"No Grass","C",2016,"2016-05-08",0,0,8,1.4,0.547722557505166,5,30.2857142857143,23.118095228,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",59,"Grass","W",2016,"2016-04-24",0,0,7,1.2,0.447213595499958,5,56.5,36.967142841,40,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",99,"No Grass","D",2016,"2016-05-08",0,1,5,1,0,5,13,7.088095235,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",89,"No Grass","D",2016,"2016-05-08",0,0,7,1.6,0.894427190999916,5,31,27.043809512,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",49,"Grass","W",2016,"2016-05-08",0,1,7,1.2,0.447213595499958,5,13.8333333333333,9.050952377,90,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",95,"Grass","D",2016,"2016-05-08",0,1,1,1,0,2,4,2.18095238,30,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",55,"Grass","W",2016,"2016-05-08",0,1,5,1,0,5,10.5,5.7249999975,80,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",19,"No Grass","W",2016,"2016-05-08",0,0,7,2,0.707106781186548,5,50.9,55.505238071,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
"Lasthenia californica",29,"No Grass","W",2016,"2016-05-08",1,0,2,1.33333333333333,0.577350269189626,3,46.3333333333333,33.6835978688889,NA,-2.17672412206952,-1.63466778080532,-1.13506247561691
